ID,Date,Name,Age,Father's Name,Father's Occupation,Address,City,State,Pincode,School Name,Board,Course,Email ID,Ph No,Gender,Specialization,How did they know about the college,Talk Start Duration,Talk End Duration,Marketer Assigned,Inquiry Type,Called
93,01-01-2024,Kritika,18,Tanveer,Farmer,"67/865, Shetty Path, Bhilwara 851229",Naihati,Tamil Nadu,410983,St. Joseph's Matriculation,ICSE,BBA,rachit70@example.net,+91 08790539387,Male,Operations,Website,13:30:35,14:24:35,Priya,"Scope of the course, Campus Location, Specialization available",Yes
94,01-01-2024,Jacob,18,Joshua,Businessman,"H.No. 54, Bal Chowk, Dharmavaram-662705",Shimoga,Kerala,935528,Narayana Group,CBSE,BBA,walilavanya@example.net,+91 5832767149,Female,Operations,Social media,10:37:49,11:21:49,Priya,"Specialization available, Availability of Hostel facility",Yes
95,01-01-2024,Vrishti,25,Saanvi,Engineer,"H.No. 10, Behl Nagar, Salem 763845",Bhagalpur,Tamil Nadu,65780,National Public School,CBSE,BBA,xraval@example.net,+91 08821739132,Female,Marketing,LinkedIn,12:21:09,12:58:09,Priya,Scope of the course,No
96,01-01-2024,Finn,21,Urvashi,Businessman,"10, Dani Path, Rewa 729744",Sri Ganganagar,Tamil Nadu,35765,St. Joseph's Matriculation,ICSE,BBA,bakhshi60@example.net,+91 +915642822751,Female,HR,Social media,14:19:45,14:29:45,Priya,"No.of candidates placed, No Interest",Yes
97,01-01-2024,Januja,22,Forum,Farmer,"64, Dar Chowk, Thrissur 560853",Sikar,Tamil Nadu,50913,National Public School,ICSE,MBA,anagi@example.org,+91 6131478393,Male,Operations,Friends,13:10:06,13:20:06,Priya,"No.of candidates placed, Campus Location, Placement opportunities",No
98,01-01-2024,Aadhya,18,Hemang,Teacher,"78/502, Chatterjee Ganj, Tumkur 655240",Morbi,Kerala,681425,Vidhya Mandir,State,MBA,nathansalvi@example.org,+91 01391904378,Male,Operations,Website,14:46:07,15:13:07,Priya,Other Queries,Yes
99,01-01-2024,Zarna,21,Qadim,Engineer,"729, Karnik Circle, Chinsurah 899312",Gorakhpur,Tamil Nadu,938261,Chinmaya Vidyalaya,ICSE,BBA,vgola@example.org,+91 9124572195,Male,Operations,Friends,13:54:38,14:34:38,Priya,Availability of Hostel facility,No
100,01-01-2024,Daksh,22,Pallavi,Engineer,"859, Bobal Street, Vadodara 222685",Mango,Tamil Nadu,239606,St. Joseph's Matriculation,CBSE,BBA,utkarshcontractor@example.net,+91 0317562271,Male,HR,Social media,15:14:06,15:35:06,Priya,"Scope of the course, Fee Structure Inquiry",Yes
101,02-01-2024,Ishani,22,Omya,Engineer,"27/389, Sagar Road, Sangli-Miraj & Kupwad 013898",Udaipur,Kerala,538563,Chinmaya Vidyalaya,CBSE,MBA,sdhillon@example.com,+91 08796057695,Male,Finance,Website,12:23:11,12:54:11,Lakshmi,"No Interest, Specialization available, No.of candidates placed",No
102,02-01-2024,Irya,20,Devika,Farmer,"343, Peri Street, Secunderabad 770404",Hubli–Dharwad,Tamil Nadu,690199,Chinmaya Vidyalaya,CBSE,BBA,somneel@example.org,+91 05275242850,Female,Finance,Friends,16:02:23,16:25:23,Lakshmi,Specialization available,No
103,02-01-2024,Dayamai,17,Avi,Doctor,"H.No. 10, Kanda Chowk, Davanagere 818957",Bhagalpur,Telugu,484484,Narayana Group,State,BBA,aradhananagy@example.net,+91 7928927759,Male,Finance,Cricket Match,14:53:09,15:35:09,Lakshmi,Placement opportunities,Yes
104,02-01-2024,Lakshit,24,Divya,Doctor,"96/730, Bobal Street, Bidhannagar-954611",Akola,Tamil Nadu,97707,Narayana Group,ICSE,BBA,jrajagopal@example.net,+91 07042433058,Male,Finance,Website,11:44:41,12:09:41,Lakshmi,Scope of the course,Yes
105,02-01-2024,Rohan,19,Yochana,Doctor,"21/03, Venkataraman Path, Sri Ganganagar 759829",Jodhpur,Kerala,168735,St. Joseph's Matriculation,CBSE,BBA,keeroliver@example.net,+91 +915486207872,Female,Marketing,Website,16:38:59,17:06:59,Lakshmi,Fee Structure Inquiry,Yes
106,02-01-2024,Wyatt,17,Qarin,Farmer,"H.No. 45, Kota Path, Uluberia 875003",Bhagalpur,Tamil Nadu,605525,Chinmaya Vidyalaya,State,BBA,narasimhangopal@example.com,+91 +919106888097,Male,Marketing,Friends,09:55:18,10:54:18,Lakshmi,"Brochure Request, Scope of the course",Yes
107,02-01-2024,Imaran,19,Mohammed,Businessman,"H.No. 09, Bobal Marg, Saharsa-490905",Kanpur,Telugu,955988,Don Bosco School,ICSE,MBA,barkhasengupta@example.net,+91 +918737493040,Female,Finance,Friends,14:16:48,15:04:48,Lakshmi,"Placement opportunities, Other Queries",No
108,02-01-2024,Ronith,23,Yash,Teacher,"H.No. 89, Sarma Street, Eluru-886449",Durgapur,Kerala,512018,National Public School,ICSE,MBA,kalehemal@example.org,+91 02467789098,Female,Operations,Friends,14:25:56,14:32:56,Lakshmi,Other Queries,Yes
109,02-01-2024,Charita,23,Ekanta,Teacher,"89, Chhabra Nagar, Nandyal-318341",Ambattur,Tamil Nadu,735022,Narayana Group,ICSE,BBA,hiralsane@example.com,+91 2508696042,Female,Marketing,Social media,12:27:54,13:13:54,Lakshmi,Scope of the course,No
110,02-01-2024,Jalsa,25,Nihal,Teacher,"21, Nanda Street, Hajipur 835221",Sultan Pur Majra,Tamil Nadu,394259,Vidhya Mandir,State,MBA,jchawla@example.net,+91 08834626261,Male,Finance,Friends,09:53:42,10:40:42,Lakshmi,"Specialization available, Other Queries",Yes
111,02-01-2024,Lucky,24,Jonathan,Doctor,"52/405, Mallick, Guwahati-238076",Thanjavur,Kerala,540414,St. Joseph's Matriculation,CBSE,MBA,lrege@example.org,+91 08229406733,Male,HR,Website,11:59:04,12:46:04,Lakshmi,Availability of Hostel facility,Yes
112,02-01-2024,Urvashi,25,Dhruv,Doctor,"H.No. 249, Venkataraman Street, Sultan Pur Majra-549732",Ranchi,Tamil Nadu,311280,National Public School,State,BBA,lekhabuch@example.org,+91 8344511280,Female,HR,LinkedIn,14:39:10,15:10:10,Lakshmi,Specialization available,No
113,02-01-2024,Meera,18,Faris,Farmer,"21/934, Kaul Ganj, Udupi 177523",Tadipatri,Telugu,365910,St. Joseph's Matriculation,ICSE,MBA,faraj31@example.org,+91 5681353707,Male,HR,Social media,14:41:36,15:05:36,Lakshmi,"No.of candidates placed, Brochure Request",Yes
114,02-01-2024,Chameli,20,Simon,Doctor,"699, Gera Street, Naihati-944400",Rajpur Sonarpur,Telugu,381063,Don Bosco School,State,BBA,ayaantella@example.com,+91 +919877095258,Female,HR,Website,17:48:08,17:54:08,Lakshmi,"Campus Location, Placement opportunities, No Interest",No
115,02-01-2024,Qabil,25,Tanish,Engineer,"77/807, Sane Chowk, Warangal 808824",Chittoor,Kerala,383241,National Public School,State,BBA,tarak91@example.com,+91 +917444921230,Male,Operations,Cricket Match,11:34:28,12:21:28,Lakshmi,"Brochure Request, Campus Location",No
116,02-01-2024,Samarth,17,Vasana,Engineer,"H.No. 38, Sahni Ganj, Vellore 534122",Farrukhabad,Tamil Nadu,535574,St. Joseph's Matriculation,ICSE,MBA,williambiswas@example.org,+91 1306909038,Female,HR,Website,14:19:36,15:04:36,Lakshmi,"No Interest, Brochure Request",No
117,02-01-2024,Gavin,20,Hemang,Engineer,"37/26, Bumb Marg, Ghaziabad-449328",Kharagpur,Kerala,464404,Chinmaya Vidyalaya,CBSE,BBA,kswaminathan@example.org,+91 1588844866,Male,Marketing,Website,14:52:11,15:16:11,Lakshmi,Campus Location,No
118,02-01-2024,Girish,24,Leela,Teacher,"H.No. 77, Dayal Path, Bhavnagar-810330",Kharagpur,Kerala,874759,National Public School,ICSE,MBA,mohini56@example.org,+91 +913394998394,Female,Marketing,Website,10:13:42,10:25:42,Lakshmi,"No Interest, Fee Structure Inquiry",Yes
119,02-01-2024,Vyanjana,25,Ekanta,Engineer,"H.No. 47, Sule Circle, Varanasi-498006",Gudivada,Kerala,919894,National Public School,State,BBA,saranaadhya@example.org,+91 01862883658,Male,Operations,Social media,09:51:44,10:38:44,Lakshmi,Scope of the course,Yes
120,02-01-2024,Yachana,25,Arin,Doctor,"72, Som Chowk, Phagwara-103195",Bhubaneswar,Kerala,316118,Chinmaya Vidyalaya,CBSE,MBA,liladate@example.com,+91 09268570134,Male,HR,Cricket Match,16:50:17,17:12:17,Lakshmi,"No.of candidates placed, Scope of the course",Yes
121,02-01-2024,Hardik,22,Januja,Businessman,"68/02, Walla Road, Bellary-409563",Alappuzha,Tamil Nadu,85578,St. Joseph's Matriculation,State,BBA,hitesh18@example.com,+91 02313195387,Female,Finance,Website,12:54:29,13:52:29,Lakshmi,"Brochure Request, Availability of Hostel facility",Yes
122,02-01-2024,Nisha,20,Timothy,Businessman,"69, Karan, Jamnagar 919224",Kolhapur,Kerala,69297,Chinmaya Vidyalaya,State,BBA,balvan25@example.net,+91 0215261269,Female,Operations,Cricket Match,10:32:04,10:53:04,Lakshmi,Other Queries,Yes
123,02-01-2024,Chasmum,25,Bhavya,Teacher,"928, Prabhu, Visakhapatnam-825480",Mehsana,Tamil Nadu,824417,Vidhya Mandir,ICSE,MBA,ishita09@example.org,+91 9664404777,Male,Finance,Cricket Match,13:33:57,14:04:57,Lakshmi,Fee Structure Inquiry,No
124,02-01-2024,Kashish,19,Sathvik,Teacher,"H.No. 94, Khurana Ganj, Chennai-247368",Ambala,Kerala,888221,Chinmaya Vidyalaya,CBSE,BBA,nagarajanpooja@example.com,+91 7492609297,Male,Finance,Cricket Match,10:42:58,11:05:58,Lakshmi,"No.of candidates placed, Campus Location",No
125,02-01-2024,Jairaj,23,Vihaan,Businessman,"H.No. 774, Dara Zila, Pondicherry-134839",Amaravati,Tamil Nadu,696104,St. Joseph's Matriculation,State,BBA,nicholas81@example.org,+91 +917382049555,Male,HR,Friends,09:31:23,10:04:23,Lakshmi,"No Interest, Other Queries",No
126,02-01-2024,Idika,20,Qarin,Businessman,"H.No. 32, Khurana, Kalyan-Dombivli 750064",Ahmedabad,Telugu,484535,National Public School,State,MBA,zarnachada@example.com,+91 02760000911,Female,Marketing,Website,09:43:30,10:32:30,Jenifer,No Interest,Yes
127,02-01-2024,Reva,20,Dhruv,Teacher,"H.No. 15, Gala Path, Haldia 079213",Pudukkottai,Kerala,595082,National Public School,ICSE,MBA,chamanmander@example.net,+91 06497890542,Male,HR,Cricket Match,16:16:03,16:44:03,Jenifer,Campus Location,No
128,02-01-2024,Veer,21,Christopher,Engineer,"63/466, Sur Marg, Singrauli 450360",Belgaum,Tamil Nadu,856040,National Public School,State,MBA,wridesh73@example.com,+91 +913351573322,Female,Marketing,Website,15:41:08,16:29:08,Jenifer,"No.of candidates placed, Scope of the course, Campus Location",Yes
129,02-01-2024,Vamakshi,25,Hemangini,Teacher,"99, Srinivasan Chowk, Kolkata 647270",Yamunanagar,Telugu,487471,St. Joseph's Matriculation,ICSE,BBA,qbhatnagar@example.net,+91 +917531461709,Female,Finance,Friends,12:27:49,13:12:49,Jenifer,"Campus Location, Scope of the course, No.of candidates placed",No
130,02-01-2024,Wazir,20,Leena,Teacher,"H.No. 84, Garg Chowk, Tiruvottiyur-617347",Kalyan-Dombivli,Telugu,803647,Vidhya Mandir,ICSE,BBA,mjoshi@example.net,+91 +914553049235,Female,Operations,Website,10:19:59,11:07:59,Jenifer,"No.of candidates placed, Specialization available, Scope of the course",Yes
131,02-01-2024,Panini,22,Samarth,Farmer,"49/93, Keer Ganj, Katni 426851",Anantapuram,Tamil Nadu,71613,Narayana Group,CBSE,MBA,bailabhiram@example.com,+91 6482649599,Male,Marketing,Friends,12:52:36,12:58:36,Jenifer,No Interest,Yes
132,02-01-2024,Charles,22,Yahvi,Businessman,"H.No. 93, Mallick Zila, Malda-620615",Warangal,Tamil Nadu,357295,National Public School,State,MBA,omaja33@example.com,+91 2969932959,Male,HR,LinkedIn,12:35:08,13:23:08,Jenifer,"Availability of Hostel facility, Placement opportunities, No.of candidates placed",No
133,02-01-2024,Dhriti,20,Aahana,Doctor,"53, Shere Road, Hyderabad 087383",Satara,Telugu,301005,Vidhya Mandir,ICSE,MBA,rachanatailor@example.org,+91 06821282956,Female,Marketing,Website,10:41:47,10:55:47,Jenifer,"No Interest, Brochure Request, Placement opportunities",Yes
134,02-01-2024,Madhav,19,Nandini,Engineer,"388, Grewal Street, Ballia-341291",Avadi,Telugu,683083,National Public School,CBSE,BBA,shenoynaveen@example.com,+91 +917998287564,Male,Finance,Cricket Match,16:11:49,17:06:49,Jenifer,Campus Location,No
135,02-01-2024,Nicholas,17,Zilmil,Doctor,"H.No. 631, Bandi Road, Sagar-215547",Kalyan-Dombivli,Tamil Nadu,43185,Narayana Group,CBSE,BBA,vincentgupta@example.net,+91 06859175882,Female,Operations,Friends,14:39:35,14:45:35,Jenifer,"Brochure Request, No Interest, Other Queries",No
136,02-01-2024,Yashoda,21,Zansi,Farmer,"H.No. 57, Vora Zila, Raipur 732039",Ambarnath,Kerala,932596,Vidhya Mandir,ICSE,MBA,faris27@example.net,+91 0701931642,Male,Finance,Friends,14:05:30,14:41:30,Jenifer,"Fee Structure Inquiry, Specialization available, Other Queries",No
137,02-01-2024,Zilmil,22,Thomas,Teacher,"82, Apte Road, Nashik-211074",Tiruchirappalli,Kerala,361317,Don Bosco School,ICSE,BBA,parekhudarsh@example.com,+91 03552749767,Female,HR,Social media,14:52:30,15:48:30,Jenifer,"Fee Structure Inquiry, Other Queries",Yes
138,02-01-2024,William,20,Chaman,Engineer,"50/620, Parmer Nagar, Haridwar 958997",Hospet,Kerala,724618,Chinmaya Vidyalaya,State,BBA,vtailor@example.com,+91 8180938876,Male,Finance,Website,13:02:38,14:02:38,Jenifer,"Placement opportunities, Availability of Hostel facility",Yes
139,02-01-2024,Watika,20,Eshana,Farmer,"54/487, Chhabra Circle, Purnia 126158",Ghaziabad,Telugu,676054,St. Joseph's Matriculation,State,BBA,maneadya@example.com,+91 07884797724,Male,Finance,Cricket Match,12:48:21,13:01:21,Jenifer,"Specialization available, Availability of Hostel facility",Yes
140,02-01-2024,Ojasvi,22,Chameli,Doctor,"61/64, Tak Chowk, Saharsa 032797",Firozabad,Kerala,645833,Chinmaya Vidyalaya,State,MBA,waliaindali@example.org,+91 00326456336,Female,Operations,LinkedIn,17:40:03,18:26:03,Jenifer,"No Interest, Campus Location",Yes
141,02-01-2024,Kala,24,Ishwar,Doctor,"H.No. 21, Shan Road, Bahraich 403947",Satna,Tamil Nadu,819728,St. Joseph's Matriculation,State,MBA,hardikvarghese@example.com,+91 7001574627,Female,Operations,Social media,16:45:09,17:19:09,Jenifer,Availability of Hostel facility,No
142,02-01-2024,Sai,23,Amara,Farmer,"762, Ram Nagar, Ahmednagar-708936",Hindupur,Tamil Nadu,674232,Chinmaya Vidyalaya,CBSE,MBA,mitterabhimanyu@example.net,+91 08859377707,Female,Finance,Friends,15:07:07,15:44:07,Jenifer,No Interest,Yes
143,02-01-2024,Faqid,20,Chakradev,Businessman,"220, Sura Circle, Aizawl-540190",Pune,Tamil Nadu,426151,Don Bosco School,CBSE,MBA,kashyappraneel@example.org,+91 01813772301,Female,HR,Friends,11:02:52,11:21:52,Jenifer,Fee Structure Inquiry,Yes
144,02-01-2024,Isaac,20,Kai,Doctor,"561, Banik Marg, Adoni 034923",Tirupati,Tamil Nadu,61596,St. Joseph's Matriculation,State,MBA,imuni@example.com,+91 +911280888795,Male,Marketing,Cricket Match,15:29:46,15:53:46,Jenifer,"Fee Structure Inquiry, Scope of the course",No
145,02-01-2024,Adya,22,Manthan,Businessman,"04/54, Dugal Marg, Nizamabad 430244",North Dumdum,Telugu,345509,Narayana Group,State,BBA,wishi87@example.net,+91 4694735774,Female,Operations,Friends,17:06:39,17:34:39,Jenifer,"No Interest, Placement opportunities, Brochure Request",No
146,02-01-2024,Rehaan,21,Vihaan,Businessman,"H.No. 44, Thakkar Circle, Morena 805074",Kalyan-Dombivli,Kerala,250700,Vidhya Mandir,ICSE,MBA,noriurvashi@example.org,+91 9074918923,Female,HR,LinkedIn,11:48:38,12:22:38,Jenifer,"Scope of the course, Brochure Request",Yes
147,02-01-2024,Dayamai,21,Raagini,Doctor,"64, Minhas, Ahmednagar 285817",Salem,Kerala,374555,Chinmaya Vidyalaya,CBSE,MBA,ktailor@example.org,+91 1580789647,Female,Finance,Website,14:43:35,14:59:35,Jenifer,Fee Structure Inquiry,No
148,02-01-2024,Simon,17,Ryan,Teacher,"048, Wason Zila, Karaikudi-385246",Muzaffarpur,Tamil Nadu,807672,Narayana Group,CBSE,MBA,hemangmangat@example.org,+91 02026606049,Male,Operations,Website,17:59:47,18:55:47,Jenifer,Campus Location,Yes
149,02-01-2024,Janani,22,Devansh,Teacher,"31/509, Buch Road, Lucknow 381359",Panihati,Telugu,123027,St. Joseph's Matriculation,CBSE,BBA,ethanrout@example.com,+91 +915691373923,Male,Finance,Cricket Match,13:02:24,14:00:24,Jenifer,No Interest,No
150,02-01-2024,Liam,17,Veda,Doctor,"31/421, Narasimhan Path, Khandwa-114536",Sonipat,Telugu,270796,St. Joseph's Matriculation,CBSE,MBA,sanyadeo@example.com,+91 +916237781752,Female,Finance,LinkedIn,09:42:23,10:10:23,Jenifer,"No Interest, Placement opportunities, Specialization available",No
151,02-01-2024,Ekalinga,25,Yachana,Doctor,"47/65, Sampath Road, Hajipur-482928",Karawal Nagar,Kerala,229455,St. Joseph's Matriculation,CBSE,BBA,palagastya@example.com,+91 01482377513,Male,HR,Cricket Match,12:42:17,13:28:17,Raj,Fee Structure Inquiry,Yes
152,02-01-2024,Orinder,22,Bachittar,Engineer,"076, Sarraf Chowk, Mirzapur-851741",Aurangabad,Kerala,362153,St. Joseph's Matriculation,State,MBA,wyatt80@example.net,+91 02310732232,Male,HR,Cricket Match,13:33:50,14:01:50,Raj,"Availability of Hostel facility, Scope of the course, Specialization available",No
153,02-01-2024,Jagvi,24,Dhriti,Doctor,"87, Chadha Marg, Aizawl-128230",Tiruchirappalli,Tamil Nadu,637196,National Public School,ICSE,MBA,mnagi@example.net,+91 +915559767632,Male,HR,Website,15:42:34,16:17:34,Raj,No Interest,Yes
154,02-01-2024,Parth,19,Jeet,Farmer,"H.No. 02, Wadhwa Ganj, Erode 209123",Berhampore,Kerala,420775,Chinmaya Vidyalaya,State,MBA,ikshitahanda@example.org,+91 9723270771,Male,Finance,LinkedIn,13:30:04,14:27:04,Raj,Campus Location,No
155,02-01-2024,Siya,22,Mitesh,Teacher,"56, Hari Marg, Nagpur-099662",Kozhikode,Telugu,672128,St. Joseph's Matriculation,ICSE,BBA,gaurikaraval@example.net,+91 7865834673,Male,HR,Social media,14:42:11,15:33:11,Raj,Brochure Request,No
156,02-01-2024,Bina,18,Aahana,Doctor,"10/68, Sangha Ganj, Srinagar 804958",Orai,Telugu,366063,National Public School,CBSE,BBA,usachar@example.net,+91 +914973658845,Male,HR,LinkedIn,12:39:14,13:23:14,Raj,"Fee Structure Inquiry, No.of candidates placed, Campus Location",Yes
157,02-01-2024,Kavya,19,Bimala,Engineer,"H.No. 36, Wagle Road, Shimoga-873474",Patna,Tamil Nadu,960719,Vidhya Mandir,ICSE,BBA,ochakraborty@example.org,+91 +912016658631,Male,Operations,LinkedIn,15:38:23,16:00:23,Raj,"Specialization available, Brochure Request, Other Queries",No
158,02-01-2024,Aayush,24,Christopher,Engineer,"271, Loyal Road, Davanagere 762131",Panvel,Telugu,272706,Narayana Group,State,BBA,anamika19@example.org,+91 05926477799,Female,Operations,Website,17:55:07,18:23:07,Raj,"No Interest, No.of candidates placed, Placement opportunities",No
159,02-01-2024,Samarth,25,Dominic,Teacher,"626, Suresh, Pallavaram-196540",Mathura,Kerala,496456,St. Joseph's Matriculation,ICSE,MBA,ektahans@example.com,+91 8968364120,Male,Marketing,Website,14:20:35,14:32:35,Raj,"Scope of the course, Other Queries, Availability of Hostel facility",Yes
160,02-01-2024,Neha,21,Nicholas,Businessman,"H.No. 013, Keer Zila, Dibrugarh 109172",Anand,Telugu,317257,St. Joseph's Matriculation,ICSE,BBA,gunbirmerchant@example.net,+91 +918207970515,Female,HR,Social media,16:25:10,17:02:10,Raj,Other Queries,Yes
161,02-01-2024,Anamika,21,Deepa,Teacher,"46/85, Mangat, Kochi-464666",Machilipatnam,Telugu,130967,Chinmaya Vidyalaya,State,BBA,dayamai33@example.com,+91 03177977565,Female,HR,Social media,16:32:36,16:51:36,Raj,"Fee Structure Inquiry, No.of candidates placed",Yes
162,02-01-2024,Vrinda,17,Zilmil,Doctor,"60, Kapur Circle, Uluberia-121971",Udupi,Tamil Nadu,469367,St. Joseph's Matriculation,State,MBA,tbala@example.org,+91 3362623770,Male,Operations,Cricket Match,09:21:58,09:27:58,Raj,No.of candidates placed,Yes
163,02-01-2024,Mahika,19,Anjali,Farmer,"63/86, Boase Chowk, Ghaziabad-603737",Davanagere,Telugu,266042,Narayana Group,CBSE,MBA,avni66@example.org,+91 +916383298353,Male,Operations,Social media,10:44:45,11:01:45,Raj,"Other Queries, No.of candidates placed",Yes
164,02-01-2024,Balvan,22,Karan,Doctor,"32/08, Koshy Marg, Dindigul-744429",Darbhanga,Kerala,489951,Vidhya Mandir,State,BBA,jvasa@example.net,+91 +916060597707,Male,Finance,Website,17:13:03,18:12:03,Raj,"No Interest, Scope of the course, No.of candidates placed",No
165,02-01-2024,Lopa,24,Mahika,Doctor,"712, Tandon Marg, Dehradun-439496",Kolhapur,Telugu,4870,Vidhya Mandir,State,BBA,mloyal@example.org,+91 +917495845685,Female,HR,Cricket Match,16:37:49,17:20:49,Raj,Availability of Hostel facility,No
166,02-01-2024,David,18,Eesha,Doctor,"57/97, Ravel Road, Rewa 116057",Tiruchirappalli,Kerala,742948,St. Joseph's Matriculation,CBSE,BBA,dalalqadim@example.com,+91 09583801617,Female,Marketing,Friends,10:49:37,10:55:37,Raj,"Brochure Request, Other Queries, No Interest",No
167,02-01-2024,Bakhshi,23,Yatan,Engineer,"88/205, Raghavan Circle, Chennai-625256",Ambala,Tamil Nadu,462395,National Public School,ICSE,MBA,nimrat76@example.net,+91 09676535520,Male,Finance,Friends,16:22:44,16:42:44,Raj,Availability of Hostel facility,Yes
168,02-01-2024,Anita,21,Timothy,Businessman,"49/08, Behl Marg, Allahabad-110057",Rourkela,Kerala,71701,Chinmaya Vidyalaya,CBSE,MBA,chaitanya53@example.net,+91 5168086424,Female,HR,LinkedIn,11:42:33,12:12:33,Raj,Other Queries,No
169,02-01-2024,Vincent,22,Upma,Farmer,"79/48, Kata Road, Vellore 188366",Hubli–Dharwad,Tamil Nadu,859660,Vidhya Mandir,CBSE,BBA,shivani72@example.net,+91 +915161242830,Female,Finance,Friends,14:03:01,14:26:01,Raj,Placement opportunities,Yes
170,02-01-2024,Mitali,25,Keya,Businessman,"H.No. 23, Sabharwal Circle, Narasaraopet-562877",Erode,Telugu,591741,National Public School,State,MBA,cradhakrishnan@example.org,+91 7152870030,Male,Operations,LinkedIn,15:18:56,15:59:56,Raj,"Brochure Request, Availability of Hostel facility, Specialization available",No
171,02-01-2024,Victor,21,Oscar,Teacher,"87/99, Srinivasan Path, Muzaffarpur 648339",Raiganj,Kerala,954362,Chinmaya Vidyalaya,State,MBA,chakrabartiteerth@example.net,+91 06661981163,Male,Marketing,LinkedIn,10:40:08,11:22:08,Raj,"Availability of Hostel facility, Campus Location, No.of candidates placed",Yes
172,02-01-2024,Charita,21,Qarin,Teacher,"H.No. 56, Raj Chowk, Ozhukarai 945037",Karaikudi,Tamil Nadu,424725,Chinmaya Vidyalaya,ICSE,BBA,eoza@example.net,+91 2721839270,Female,HR,Social media,09:08:17,09:43:17,Raj,"Placement opportunities, Other Queries",Yes
173,02-01-2024,Om,23,Banjeet,Engineer,"180, Kapoor Zila, Sirsa-140080",Anantapuram,Tamil Nadu,399706,National Public School,ICSE,MBA,daurora@example.com,+91 00654315475,Female,Marketing,Social media,11:22:20,11:54:20,Raj,Specialization available,No
174,02-01-2024,Dominic,20,Naksh,Teacher,"77/51, Chowdhury, Jehanabad 563273",Rewa,Telugu,755038,Vidhya Mandir,ICSE,MBA,ambleojas@example.com,+91 03701248754,Male,Operations,Social media,13:19:21,14:04:21,Raj,"Campus Location, Other Queries, No.of candidates placed",Yes
175,02-01-2024,Hardik,23,Maya,Farmer,"95/042, Samra Nagar, Warangal 758000",Moradabad,Telugu,735838,Chinmaya Vidyalaya,CBSE,MBA,regeimaran@example.com,+91 08272329668,Female,Marketing,Friends,12:25:12,13:20:12,Raj,"Placement opportunities, No Interest, Other Queries",No
176,02-01-2024,Bhanumati,25,Anjali,Businessman,"53, Chacko, Bahraich 868841",Raiganj,Tamil Nadu,52152,Chinmaya Vidyalaya,ICSE,MBA,timothy60@example.com,+91 01757500571,Female,Finance,Website,12:56:48,13:41:48,Priya,"Campus Location, Availability of Hostel facility, Specialization available",Yes
177,02-01-2024,Lopa,24,Yauvani,Doctor,"567, Chadha Road, Suryapet-522574",Eluru,Kerala,322571,St. Joseph's Matriculation,CBSE,BBA,oviya25@example.net,+91 +911009457574,Male,Finance,Friends,12:26:52,12:50:52,Priya,"Campus Location, No.of candidates placed, Brochure Request",Yes
178,02-01-2024,Harita,20,Nimrat,Engineer,"56/146, Shukla Marg, Dhanbad 884765",Ghaziabad,Kerala,837284,Narayana Group,ICSE,BBA,yohannanjyoti@example.net,+91 02349174291,Female,Marketing,Cricket Match,11:39:31,11:44:31,Priya,"Availability of Hostel facility, Other Queries",No
179,02-01-2024,Vamakshi,21,Omya,Businessman,"H.No. 15, Memon Street, Guwahati-538821",Dindigul,Telugu,736229,Chinmaya Vidyalaya,State,MBA,bobalishani@example.com,+91 06843379217,Female,Operations,Cricket Match,11:42:18,11:59:18,Priya,Placement opportunities,No
180,02-01-2024,Jeremiah,21,Gavin,Businessman,"140, Bora Ganj, Jabalpur 734631",Aurangabad,Tamil Nadu,31971,Vidhya Mandir,State,BBA,odika59@example.net,+91 +913452304027,Female,Finance,LinkedIn,09:17:34,10:09:34,Priya,"Other Queries, Brochure Request, No Interest",Yes
181,02-01-2024,Hemangini,17,Yachana,Teacher,"48/503, Bumb Path, Guntakal-198258",Warangal,Tamil Nadu,323595,Narayana Group,ICSE,BBA,qnaidu@example.org,+91 +918754172152,Male,Operations,Website,12:45:08,12:56:08,Priya,"No.of candidates placed, Availability of Hostel facility, Scope of the course",No
182,02-01-2024,Oviya,24,Om,Doctor,"52/188, Deshpande Street, Anantapuram 794252",Gorakhpur,Tamil Nadu,637697,Chinmaya Vidyalaya,State,MBA,chaudharymohammed@example.net,+91 07964447614,Female,HR,Website,09:09:19,09:41:19,Priya,"Fee Structure Inquiry, No Interest, No.of candidates placed",No
183,02-01-2024,Yadavi,20,Baljiwan,Teacher,"98, Sawhney Chowk, Ballia-322041",Parbhani,Tamil Nadu,746599,Chinmaya Vidyalaya,ICSE,MBA,ekansh93@example.net,+91 +914597281029,Male,Operations,Cricket Match,17:09:08,17:41:08,Priya,"Fee Structure Inquiry, Scope of the course",No
184,02-01-2024,Divya,19,Pushti,Engineer,"H.No. 364, Kalla Path, Ambala-592531",Kurnool,Telugu,710576,Narayana Group,CBSE,MBA,xdani@example.org,+91 +919330674394,Male,Marketing,Website,12:41:42,13:04:42,Priya,"No.of candidates placed, Other Queries, Campus Location",No
185,02-01-2024,Nathan,23,Ijaya,Teacher,"H.No. 567, Dyal Street, Bhusawal 690086",North Dumdum,Tamil Nadu,700058,Chinmaya Vidyalaya,ICSE,BBA,zansisandal@example.net,+91 0776685291,Male,Finance,Website,17:36:03,18:08:03,Priya,Specialization available,Yes
